time,open,high,low,close,tick_volume,spread,real_volume
2025-06-06 14:00:00,1.14222,1.14238,1.14187,1.14198,606,8,0
2025-06-06 14:15:00,1.14198,1.1423,1.14194,1.14201,499,10,0
2025-06-06 14:30:00,1.142,1.14286,1.14199,1.14258,1731,8,0
2025-06-06 14:45:00,1.14258,1.1427,1.14166,1.14175,1035,8,0
2025-06-06 15:00:00,1.14176,1.14193,1.14022,1.14054,819,0,0
2025-06-06 15:15:00,1.14054,1.14165,1.14052,1.1406399999999999,947,8,0
2025-06-06 15:30:00,1.14056,1.14308,1.13849,1.13986,2524,8,0
2025-06-06 15:45:00,1.13992,1.14097,1.13955,1.13963,2020,8,0
2025-06-06 16:00:00,1.13963,1.14018,1.13855,1.13936,1776,8,0
2025-06-06 16:15:00,1.13937,1.13975,1.13712,1.13762,1421,8,0
2025-06-06 16:30:00,1.13764,1.13934,1.13753,1.13876,1668,8,0
2025-06-06 16:45:00,1.13873,1.14019,1.13832,1.13896,1627,8,0
2025-06-06 17:00:00,1.139,1.14051,1.1389,1.14036,1677,8,0
2025-06-06 17:15:00,1.14043,1.14158,1.1402,1.14131,1575,8,0
2025-06-06 17:30:00,1.14131,1.1415,1.13972,1.13987,1170,8,0
2025-06-06 17:45:00,1.13987,1.13989,1.13803,1.13888,1336,8,0
2025-06-06 18:00:00,1.13889,1.13904,1.13807,1.13848,1300,8,0
2025-06-06 18:15:00,1.13848,1.13933,1.13812,1.13923,1318,8,0
2025-06-06 18:30:00,1.13923,1.14017,1.1390500000000001,1.1401,1158,8,0
2025-06-06 18:45:00,1.14013,1.14018,1.13952,1.13962,951,8,0
2025-06-06 19:00:00,1.1396,1.14012,1.13941,1.13944,871,8,0
2025-06-06 19:15:00,1.13946,1.13996,1.13937,1.13948,718,8,0
2025-06-06 19:30:00,1.13948,1.13977,1.13894,1.13975,760,8,0
2025-06-06 19:45:00,1.13974,1.1398,1.13856,1.13867,774,8,0
2025-06-06 20:00:00,1.13867,1.1394199999999999,1.13842,1.1394199999999999,671,8,0
2025-06-06 20:15:00,1.1394199999999999,1.13974,1.13912,1.13927,538,8,0
2025-06-06 20:30:00,1.13929,1.13946,1.13852,1.13878,600,8,0
2025-06-06 20:45:00,1.13879,1.13955,1.13878,1.13927,565,8,0
2025-06-06 21:00:00,1.13927,1.13981,1.13922,1.13947,651,8,0
2025-06-06 21:15:00,1.13946,1.13984,1.13939,1.13968,526,8,0
2025-06-06 21:30:00,1.1397,1.13991,1.13931,1.13965,630,8,0
2025-06-06 21:45:00,1.13962,1.13975,1.13944,1.13967,550,8,0
2025-06-06 22:00:00,1.13968,1.14015,1.13963,1.13995,503,8,0
2025-06-06 22:15:00,1.13995,1.14012,1.1397599999999999,1.13983,408,8,0
2025-06-06 22:30:00,1.13983,1.14001,1.13972,1.13992,368,9,0
2025-06-06 22:45:00,1.13991,1.1400000000000001,1.13922,1.13952,476,0,0
2025-06-06 23:00:00,1.13953,1.13963,1.13944,1.13954,277,8,0
2025-06-06 23:15:00,1.13954,1.13973,1.13951,1.13952,200,8,0
2025-06-06 23:30:00,1.13952,1.13963,1.13902,1.13929,201,8,0
2025-06-06 23:45:00,1.1393,1.13944,1.13901,1.13934,237,8,0
2025-06-09 00:00:00,1.13955,1.13955,1.13885,1.13929,50,32,0
2025-06-09 00:15:00,1.13929,1.13931,1.1391499999999999,1.13922,51,30,0
2025-06-09 00:30:00,1.13922,1.13934,1.13887,1.13923,124,12,0
2025-06-09 00:45:00,1.13923,1.13923,1.13912,1.13922,93,45,0
2025-06-09 01:00:00,1.13922,1.14042,1.13922,1.14024,596,9,0
2025-06-09 01:15:00,1.14024,1.14042,1.14013,1.14028,431,11,0
2025-06-09 01:30:00,1.14029,1.14043,1.14026,1.14028,301,11,0
2025-06-09 01:45:00,1.14028,1.14063,1.14024,1.1406,673,11,0
2025-06-09 02:00:00,1.1406,1.14094,1.14057,1.14084,506,8,0
2025-06-09 02:15:00,1.14083,1.14107,1.14077,1.14094,424,9,0
